Inicial,Upcard,Acoes,Final,Valor,DealerFinal,Resultado,Aposta,PNL,Double,Split,BJ_Jogador,BJ_Dealer
JA,J,-,JA,21,9J,V,1.0,1.5,N,N,S,N
TA,J,-,TA,21,9J,V,1.0,1.5,N,N,S,N
26,J,HS,26J,18,9J,D,1.0,-1.0,N,N,N,N
26,A,HHS,2566,19,7A,V,1.0,1.0,N,N,N,N
9A,A,S,9A,20,7A,V,1.0,1.0,N,N,N,N
4K,A,HH,4TKA,25,7A,D,1.0,-1.0,N,N,N,N
9T,A,S,9T,19,7A,V,1.0,1.0,N,N,N,N
TQ,A,S,TQ,20,7A,V,1.0,1.0,N,N,N,N
KA,A,-,KA,21,7A,V,1.0,1.5,N,N,S,N
9T,A,S,9T,19,7A,V,1.0,1.0,N,N,N,N
TT,6,S,TT,20,69AA,V,1.0,1.0,N,N,N,N
9K,6,S,9K,19,69AA,V,1.0,1.0,N,N,N,N
7K,6,S,7K,17,69AA,E,1.0,0.0,N,N,N,N
4K,6,S,4K,14,69AA,D,1.0,-1.0,N,N,N,N
35,6,HS,358,16,69AA,D,1.0,-1.0,N,N,N,N
4Q,6,S,4Q,14,69AA,D,1.0,-1.0,N,N,N,N
9K,6,S,9K,19,69AA,V,1.0,1.0,N,N,N,N
7T,7,S,7T,17,79K,V,1.0,1.0,N,N,N,N
4J,7,HHS,224J,18,79K,V,1.0,1.0,N,N,N,N
34,7,HH,348Q,25,79K,D,1.0,-1.0,N,N,N,N
5J,7,H,5JK,25,79K,D,1.0,-1.0,N,N,N,N
6Q,7,HS,46Q,20,79K,V,1.0,1.0,N,N,N,N
3A,7,HH,38TA,22,79K,D,1.0,-1.0,N,N,N,N
7J,7,S,7J,17,79K,V,1.0,1.0,N,N,N,N
45,4,D,45J,19,44JA,E,1.0,0.0,S,N,N,N
9K,4,S,9K,19,44JA,E,1.0,0.0,N,N,N,N
26,4,HS,268,16,44JA,D,1.0,-1.0,N,N,N,N
33,4,P,35,8,44JA,D,1.0,-1.0,N,S,N,N
3J,4,S,3J,13,44JA,D,1.0,-1.0,N,S,N,N
KK,4,S,KK,20,44JA,V,1.0,1.0,N,N,N,N
9J,4,S,9J,19,44JA,E,1.0,0.0,N,N,N,N
5A,4,D,5TA,16,44JA,D,1.0,-2.0,S,N,N,N
6J,K,HS,26J,18,9K,D,1.0,-1.0,N,N,N,N
8Q,K,S,8Q,18,9K,D,1.0,-1.0,N,N,N,N
9K,K,S,9K,19,9K,E,1.0,0.0,N,N,N,N
3K,K,HH,335K,21,9K,V,1.0,1.0,N,N,N,N
2T,K,HHS,244T,20,9K,V,1.0,1.0,N,N,N,N
5T,K,HS,35T,18,9K,D,1.0,-1.0,N,N,N,N
QA,K,-,QA,21,9K,V,1.0,1.5,N,N,S,N
5T,9,H,5TT,25,29K,D,1.0,-1.0,N,N,N,N
78,9,HH,778A,23,29K,D,1.0,-1.0,N,N,N,N
67,9,HS,567,18,29K,D,1.0,-1.0,N,N,N,N
TA,9,-,TA,21,29K,V,1.0,1.5,N,N,S,N
23,9,HHHS,23347,19,29K,D,1.0,-1.0,N,N,N,N
47,9,D,47T,21,29K,E,1.0,0.0,S,N,N,N
7J,9,S,7J,17,29K,D,1.0,-1.0,N,N,N,N
6Q,3,S,6Q,16,368,D,1.0,-1.0,N,N,N,N
39,3,H,39Q,22,368,D,1.0,-1.0,N,N,N,N
5J,3,S,5J,15,368,D,1.0,-1.0,N,N,N,N
4Q,3,S,4Q,14,368,D,1.0,-1.0,N,N,N,N
JQ,3,S,JQ,20,368,V,1.0,1.0,N,N,N,N
26,3,HS,266,14,368,D,1.0,-1.0,N,N,N,N
5K,3,S,5K,15,368,D,1.0,-1.0,N,N,N,N
9K,A,-,9K,19,JA,D,1.0,-1.0,N,N,N,S
47,A,-,47,11,JA,D,1.0,-1.0,N,N,N,S
5J,A,-,5J,15,JA,D,1.0,-1.0,N,N,N,S
JQ,A,-,JQ,20,JA,D,1.0,-1.0,N,N,N,S
69,A,-,69,15,JA,D,1.0,-1.0,N,N,N,S
2T,A,-,2T,12,JA,D,1.0,-1.0,N,N,N,S
2Q,A,-,2Q,12,JA,D,1.0,-1.0,N,N,N,S
58,3,S,58,13,34J,D,1.0,-1.0,N,N,N,N
24,3,HS,24Q,16,34J,D,1.0,-1.0,N,N,N,N
3K,3,S,3K,13,34J,D,1.0,-1.0,N,N,N,N
37,3,D,347,14,34J,D,1.0,-2.0,S,N,N,N
5J,3,S,5J,15,34J,D,1.0,-1.0,N,N,N,N
5Q,3,S,5Q,15,34J,D,1.0,-1.0,N,N,N,N
6T,3,S,6T,16,34J,D,1.0,-1.0,N,N,N,N
9K,A,S,9K,19,45A,D,1.0,-1.0,N,N,N,N
8T,A,S,8T,18,45A,D,1.0,-1.0,N,N,N,N
JQ,A,S,JQ,20,45A,E,1.0,0.0,N,N,N,N
TJ,A,S,TJ,20,45A,E,1.0,0.0,N,N,N,N
TK,A,S,TK,20,45A,E,1.0,0.0,N,N,N,N
28,A,HS,28J,20,45A,E,1.0,0.0,N,N,N,N
39,A,HS,389,20,45A,E,1.0,0.0,N,N,N,N
6T,A,-,6T,16,TA,D,1.0,-1.0,N,N,N,S
9J,A,-,9J,19,TA,D,1.0,-1.0,N,N,N,S
47,A,-,47,11,TA,D,1.0,-1.0,N,N,N,S
23,A,-,23,5,TA,D,1.0,-1.0,N,N,N,S
25,A,-,25,7,TA,D,1.0,-1.0,N,N,N,S
8Q,A,-,8Q,18,TA,D,1.0,-1.0,N,N,N,S
29,A,-,29,11,TA,D,1.0,-1.0,N,N,N,S
4K,K,H,48K,22,7K,D,1.0,-1.0,N,N,N,N
2T,K,HH,245T,21,7K,V,1.0,1.0,N,N,N,N
69,K,H,69T,25,7K,D,1.0,-1.0,N,N,N,N
48,K,H,489,21,7K,V,1.0,1.0,N,N,N,N
37,K,HS,378,18,7K,V,1.0,1.0,N,N,N,N
3K,K,H,39K,22,7K,D,1.0,-1.0,N,N,N,N
48,K,HS,478,19,7K,V,1.0,1.0,N,N,N,N
KA,2,-,KA,21,278,V,1.0,1.5,N,N,S,N
7T,2,S,7T,17,278,E,1.0,0.0,N,N,N,N
34,2,HS,34A,18,278,V,1.0,1.0,N,N,N,N
7A,2,S,7A,18,278,V,1.0,1.0,N,N,N,N
36,2,HD,236T,21,278,V,1.0,2.0,S,N,N,N
24,2,HS,249,15,278,D,1.0,-1.0,N,N,N,N
7T,2,S,7T,17,278,E,1.0,0.0,N,N,N,N
68,Q,HH,2688,24,QA,D,1.0,-1.0,N,N,N,S
37,Q,HS,379,19,QA,D,1.0,-1.0,N,N,N,S
2T,Q,H,29T,21,QA,D,1.0,-1.0,N,N,N,S
6J,Q,H,6JQ,26,QA,D,1.0,-1.0,N,N,N,S
36,Q,HH,3667,22,QA,D,1.0,-1.0,N,N,N,S
7K,Q,S,7K,17,QA,D,1.0,-1.0,N,N,N,S
48,Q,H,489,21,QA,D,1.0,-1.0,N,N,N,S
9J,J,S,9J,19,5JQ,V,1.0,1.0,N,N,N,N
68,J,HH,688A,23,5JQ,D,1.0,-1.0,N,N,N,N
26,J,HH,2689,25,5JQ,D,1.0,-1.0,N,N,N,N
6T,J,H,67T,23,5JQ,D,1.0,-1.0,N,N,N,N
4A,J,HHS,34AA,19,5JQ,V,1.0,1.0,N,N,N,N
4A,J,HHS,34TA,18,5JQ,V,1.0,1.0,N,N,N,N
28,J,HS,28J,20,5JQ,V,1.0,1.0,N,N,N,N
7Q,2,S,7Q,17,225QA,D,1.0,-1.0,N,N,N,N
7Q,2,S,7Q,17,225QA,D,1.0,-1.0,N,N,N,N
5K,2,S,5K,15,225QA,D,1.0,-1.0,N,N,N,N
9K,2,S,9K,19,225QA,D,1.0,-1.0,N,N,N,N
38,2,D,38J,21,225QA,V,1.0,2.0,S,N,N,N
TQ,2,S,TQ,20,225QA,E,1.0,0.0,N,N,N,N
88,2,P,48,12,225QA,D,1.0,-1.0,N,S,N,N
89,2,S,89,17,225QA,D,1.0,-1.0,N,S,N,N
23,2,HHD,22333,13,2JQ,V,1.0,2.0,S,N,N,N
TJ,2,S,TJ,20,2JQ,V,1.0,1.0,N,N,N,N
JA,2,-,JA,21,2JQ,V,1.0,1.5,N,N,S,N
34,2,HS,346,13,2JQ,V,1.0,1.0,N,N,N,N
7K,2,S,7K,17,2JQ,V,1.0,1.0,N,N,N,N
29,2,D,289,19,2JQ,V,1.0,2.0,S,N,N,N
59,2,S,59,14,2JQ,V,1.0,1.0,N,N,N,N
89,K,S,89,17,6JK,V,1.0,1.0,N,N,N,N
5Q,K,H,58Q,23,6JK,D,1.0,-1.0,N,N,N,N
8A,K,S,8A,19,6JK,V,1.0,1.0,N,N,N,N
24,K,HHS,224K,18,6JK,V,1.0,1.0,N,N,N,N
AA,K,P,8A,19,6JK,V,1.0,1.0,N,S,N,N
8A,K,-,8A,19,6JK,V,1.0,1.0,N,S,N,N
27,K,HS,27A,20,6JK,V,1.0,1.0,N,N,N,N
5J,K,H,56J,21,6JK,V,1.0,1.0,N,N,N,N
TJ,9,S,TJ,20,9J,V,1.0,1.0,N,N,N,N
34,9,HH,3468,21,9J,V,1.0,1.0,N,N,N,N
59,9,H,59T,24,9J,D,1.0,-1.0,N,N,N,N
2J,9,H,29J,21,9J,V,1.0,1.0,N,N,N,N
3T,9,H,3TJ,23,9J,D,1.0,-1.0,N,N,N,N
9T,9,S,9T,19,9J,E,1.0,0.0,N,N,N,N
66,9,HH,366Q,25,9J,D,1.0,-1.0,N,N,N,N
4Q,Q,HS,45Q,19,8Q,V,1.0,1.0,N,N,N,N
59,Q,HH,59QA,25,8Q,D,1.0,-1.0,N,N,N,N
8J,Q,S,8J,18,8Q,E,1.0,0.0,N,N,N,N
44,Q,HHHS,33444,18,8Q,E,1.0,0.0,N,N,N,N
57,Q,HH,4567,22,8Q,D,1.0,-1.0,N,N,N,N
9Q,Q,S,9Q,19,8Q,V,1.0,1.0,N,N,N,N
7J,Q,S,7J,17,8Q,D,1.0,-1.0,N,N,N,N
9K,J,S,9K,19,JJ,D,1.0,-1.0,N,N,N,N
6T,J,H,68T,24,JJ,D,1.0,-1.0,N,N,N,N
4J,J,HH,24JK,26,JJ,D,1.0,-1.0,N,N,N,N
9A,J,S,9A,20,JJ,E,1.0,0.0,N,N,N,N
AA,J,P,6A,17,JJ,D,1.0,-1.0,N,S,N,N
TA,J,-,TA,21,JJ,V,1.0,1.5,N,S,S,N
6Q,J,H,6JQ,26,JJ,D,1.0,-1.0,N,N,N,N
7K,J,S,7K,17,JJ,D,1.0,-1.0,N,N,N,N
8A,9,S,8A,19,59K,V,1.0,1.0,N,N,N,N
8A,9,S,8A,19,59K,V,1.0,1.0,N,N,N,N
5K,9,H,5QK,25,59K,D,1.0,-1.0,N,N,N,N
47,9,D,47J,21,59K,V,1.0,2.0,S,N,N,N
2K,9,HH,247K,23,59K,D,1.0,-1.0,N,N,N,N
7K,9,S,7K,17,59K,V,1.0,1.0,N,N,N,N
5A,9,HHHS,456AA,17,59K,V,1.0,1.0,N,N,N,N
99,3,P,49,13,3346A,D,1.0,-1.0,N,S,N,N
49,3,S,49,13,3346A,D,1.0,-1.0,N,S,N,N
7A,3,D,27A,20,3346A,V,1.0,2.0,S,N,N,N
37,3,D,357,15,3346A,D,1.0,-2.0,S,N,N,N
88,3,P,8T,18,3346A,V,1.0,1.0,N,S,N,N
8T,3,S,8T,18,3346A,V,1.0,1.0,N,S,N,N
47,3,D,467,17,3346A,E,1.0,0.0,S,N,N,N
AA,3,P,QA,21,3346A,V,1.0,1.5,N,S,S,N
9A,3,-,9A,20,3346A,V,1.0,1.0,N,S,N,N
4A,3,HD,24JA,17,3346A,E,1.0,0.0,S,N,N,N
24,T,HH,24TK,26,8T,D,1.0,-1.0,N,N,N,N
2A,T,HH,28JA,21,8T,V,1.0,1.0,N,N,N,N
TQ,T,S,TQ,20,8T,V,1.0,1.0,N,N,N,N
7J,T,S,7J,17,8T,D,1.0,-1.0,N,N,N,N
28,T,HH,258Q,25,8T,D,1.0,-1.0,N,N,N,N
44,T,HHS,4456,19,8T,V,1.0,1.0,N,N,N,N
67,T,HH,2677,22,8T,D,1.0,-1.0,N,N,N,N
TJ,4,S,TJ,20,45J,V,1.0,1.0,N,N,N,N
2T,4,S,2T,12,45J,D,1.0,-1.0,N,N,N,N
4J,4,S,4J,14,45J,D,1.0,-1.0,N,N,N,N
3T,4,S,3T,13,45J,D,1.0,-1.0,N,N,N,N
25,4,HS,257,14,45J,D,1.0,-1.0,N,N,N,N
25,4,HD,235A,21,45J,V,1.0,2.0,S,N,N,N
4A,4,D,4QA,15,45J,D,1.0,-2.0,S,N,N,N
5K,8,HS,25K,17,8T,D,1.0,-1.0,N,N,N,N
TQ,8,S,TQ,20,8T,V,1.0,1.0,N,N,N,N
QA,8,-,QA,21,8T,V,1.0,1.5,N,N,S,N
58,8,HH,3588,24,8T,D,1.0,-1.0,N,N,N,N
25,8,HH,2559,21,8T,V,1.0,1.0,N,N,N,N
7T,8,S,7T,17,8T,D,1.0,-1.0,N,N,N,N
9J,8,S,9J,19,8T,V,1.0,1.0,N,N,N,N
5A,Q,HH,57JA,23,JQ,D,1.0,-1.0,N,N,N,N
23,Q,HHHS,223KA,18,JQ,D,1.0,-1.0,N,N,N,N
5T,Q,H,5TK,25,JQ,D,1.0,-1.0,N,N,N,N
26,Q,HD,2367,18,JQ,D,1.0,-2.0,S,N,N,N
8A,Q,S,8A,19,JQ,D,1.0,-1.0,N,N,N,N
7J,Q,S,7J,17,JQ,D,1.0,-1.0,N,N,N,N
24,Q,HHS,2348,17,JQ,D,1.0,-1.0,N,N,N,N
57,Q,HH,457J,26,237Q,D,1.0,-1.0,N,N,N,N
TA,Q,-,TA,21,237Q,V,1.0,1.5,N,N,S,N
QA,Q,-,QA,21,237Q,V,1.0,1.5,N,N,S,N
47,Q,D,447,15,237Q,V,1.0,2.0,S,N,N,N
QK,Q,S,QK,20,237Q,V,1.0,1.0,N,N,N,N
5Q,Q,HS,35Q,18,237Q,V,1.0,1.0,N,N,N,N
36,Q,HS,36A,20,237Q,V,1.0,1.0,N,N,N,N
QK,A,S,QK,20,JKAA,V,1.0,1.0,N,N,N,N
9T,A,S,9T,19,JKAA,V,1.0,1.0,N,N,N,N
7J,A,S,7J,17,JKAA,V,1.0,1.0,N,N,N,N
QK,A,S,QK,20,JKAA,V,1.0,1.0,N,N,N,N
AA,A,P,QA,21,JKAA,V,1.0,1.5,N,S,S,N
5A,A,-,5A,16,JKAA,V,1.0,1.0,N,S,N,N
78,A,H,678,21,JKAA,V,1.0,1.0,N,N,N,N
24,A,HH,245K,21,JKAA,V,1.0,1.0,N,N,N,N
6Q,6,S,6Q,16,6JA,D,1.0,-1.0,N,N,N,N
7K,6,S,7K,17,6JA,E,1.0,0.0,N,N,N,N
7A,6,D,7KA,18,6JA,V,1.0,2.0,S,N,N,N
3J,6,S,3J,13,6JA,D,1.0,-1.0,N,N,N,N
KK,6,S,KK,20,6JA,V,1.0,1.0,N,N,N,N
46,6,D,46A,21,6JA,V,1.0,2.0,S,N,N,N
46,6,D,46Q,20,6JA,V,1.0,2.0,S,N,N,N
4Q,T,HS,45Q,19,4TT,V,1.0,1.0,N,N,N,N
24,T,HH,249J,25,4TT,D,1.0,-1.0,N,N,N,N
8J,T,S,8J,18,4TT,V,1.0,1.0,N,N,N,N
38,T,D,388,19,4TT,V,1.0,2.0,S,N,N,N
45,T,HH,4559,23,4TT,D,1.0,-1.0,N,N,N,N
TK,T,S,TK,20,4TT,V,1.0,1.0,N,N,N,N
68,T,HS,568,19,4TT,V,1.0,1.0,N,N,N,N
6T,9,H,6TT,26,469,D,1.0,-1.0,N,N,N,N
22,9,HD,227J,21,469,V,1.0,2.0,S,N,N,N
79,9,H,679,22,469,D,1.0,-1.0,N,N,N,N
69,9,H,69K,25,469,D,1.0,-1.0,N,N,N,N
8T,9,S,8T,18,469,D,1.0,-1.0,N,N,N,N
34,9,HS,34J,17,469,D,1.0,-1.0,N,N,N,N
TQ,9,S,TQ,20,469,V,1.0,1.0,N,N,N,N
6K,6,S,6K,16,26K,D,1.0,-1.0,N,N,N,N
28,6,D,28Q,20,26K,V,1.0,2.0,S,N,N,N
69,6,S,69,15,26K,D,1.0,-1.0,N,N,N,N
3K,6,S,3K,13,26K,D,1.0,-1.0,N,N,N,N
3K,6,S,3K,13,26K,D,1.0,-1.0,N,N,N,N
37,6,D,357,15,26K,D,1.0,-2.0,S,N,N,N
29,6,D,239,14,26K,D,1.0,-2.0,S,N,N,N
3Q,6,S,3Q,13,66TA,V,1.0,1.0,N,N,N,N
2K,6,S,2K,12,66TA,V,1.0,1.0,N,N,N,N
29,6,D,29J,21,66TA,V,1.0,2.0,S,N,N,N
QQ,6,S,QQ,20,66TA,V,1.0,1.0,N,N,N,N
7T,6,S,7T,17,66TA,V,1.0,1.0,N,N,N,N
56,6,D,556,16,66TA,V,1.0,2.0,S,N,N,N
99,6,P,9K,19,66TA,V,1.0,1.0,N,S,N,N
89,6,S,89,17,66TA,V,1.0,1.0,N,S,N,N
7K,8,S,7K,17,8A,D,1.0,-1.0,N,N,N,N
5T,8,H,58T,23,8A,D,1.0,-1.0,N,N,N,N
7Q,8,S,7Q,17,8A,D,1.0,-1.0,N,N,N,N
7J,8,S,7J,17,8A,D,1.0,-1.0,N,N,N,N
3J,8,H,3JK,23,8A,D,1.0,-1.0,N,N,N,N
45,8,HHS,3456,18,8A,D,1.0,-1.0,N,N,N,N
59,8,H,59K,24,8A,D,1.0,-1.0,N,N,N,N
TK,6,S,TK,20,6QA,V,1.0,1.0,N,N,N,N
8J,6,S,8J,18,6QA,V,1.0,1.0,N,N,N,N
79,6,S,79,16,6QA,D,1.0,-1.0,N,N,N,N
7A,6,D,67A,14,6QA,D,1.0,-2.0,S,N,N,N
6J,6,S,6J,16,6QA,D,1.0,-1.0,N,N,N,N
5T,6,S,5T,15,6QA,D,1.0,-1.0,N,N,N,N
47,6,D,467,17,6QA,E,1.0,0.0,S,N,N,N
58,8,H,58T,23,58TA,D,1.0,-1.0,N,N,N,N
25,8,HHS,2357,17,58TA,V,1.0,1.0,N,N,N,N
4J,8,H,48J,22,58TA,D,1.0,-1.0,N,N,N,N
59,8,HHS,359A,18,58TA,V,1.0,1.0,N,N,N,N
56,8,D,256,13,58TA,V,1.0,2.0,S,N,N,N
48,8,HHS,3448,19,58TA,V,1.0,1.0,N,N,N,N
8K,8,S,8K,18,58TA,V,1.0,1.0,N,N,N,N
7Q,T,S,7Q,17,2TQ,V,1.0,1.0,N,N,N,N
4K,T,H,4QK,24,2TQ,D,1.0,-1.0,N,N,N,N
34,T,HS,34J,17,2TQ,V,1.0,1.0,N,N,N,N
TJ,T,S,TJ,20,2TQ,V,1.0,1.0,N,N,N,N
2T,T,HH,2TQA,23,2TQ,D,1.0,-1.0,N,N,N,N
3A,T,HHS,233A,19,2TQ,V,1.0,1.0,N,N,N,N
23,T,HHS,2367,18,2TQ,V,1.0,1.0,N,N,N,N
69,K,HS,569,20,6KA,V,1.0,1.0,N,N,N,N
68,K,HS,568,19,6KA,V,1.0,1.0,N,N,N,N
23,K,HHHS,223JA,18,6KA,V,1.0,1.0,N,N,N,N
45,K,HS,458,17,6KA,E,1.0,0.0,N,N,N,N
48,K,H,48Q,22,6KA,D,1.0,-1.0,N,N,N,N
6T,K,HS,36T,19,6KA,V,1.0,1.0,N,N,N,N
67,K,H,67Q,23,6KA,D,1.0,-1.0,N,N,N,N
7A,9,HS,79A,17,9K,D,1.0,-1.0,N,N,N,N
55,9,D,355,13,9K,D,1.0,-2.0,S,N,N,N
25,9,HHS,2258,17,9K,D,1.0,-1.0,N,N,N,N
27,9,HS,27Q,19,9K,E,1.0,0.0,N,N,N,N
3J,9,H,3JQ,23,9K,D,1.0,-1.0,N,N,N,N
3T,9,H,3TJ,23,9K,D,1.0,-1.0,N,N,N,N
3Q,9,HH,33TQ,26,9K,D,1.0,-1.0,N,N,N,N
2Q,8,HS,27Q,19,289,E,1.0,0.0,N,N,N,N
7K,8,S,7K,17,289,D,1.0,-1.0,N,N,N,N
3A,8,H,37A,21,289,V,1.0,1.0,N,N,N,N
4A,8,HH,48QA,23,289,D,1.0,-1.0,N,N,N,N
69,8,H,689,23,289,D,1.0,-1.0,N,N,N,N
3T,8,HS,34T,17,289,D,1.0,-1.0,N,N,N,N
49,8,H,49K,23,289,D,1.0,-1.0,N,N,N,N
66,T,HH,668A,21,TT,V,1.0,1.0,N,N,N,N
25,T,HD,2345,14,TT,D,1.0,-2.0,S,N,N,N
9T,T,S,9T,19,TT,D,1.0,-1.0,N,N,N,N
8T,T,S,8T,18,TT,D,1.0,-1.0,N,N,N,N
48,T,H,48Q,22,TT,D,1.0,-1.0,N,N,N,N
QK,T,S,QK,20,TT,E,1.0,0.0,N,N,N,N
3J,T,H,39J,22,TT,D,1.0,-1.0,N,N,N,N
27,J,HHS,2457,18,46J,D,1.0,-1.0,N,N,N,N
9T,J,S,9T,19,46J,D,1.0,-1.0,N,N,N,N
TJ,J,S,TJ,20,46J,E,1.0,0.0,N,N,N,N
8T,J,S,8T,18,46J,D,1.0,-1.0,N,N,N,N
3Q,J,HH,37QA,21,46J,V,1.0,1.0,N,N,N,N
4A,J,HHS,45KA,20,46J,E,1.0,0.0,N,N,N,N
26,J,HHS,2567,20,46J,E,1.0,0.0,N,N,N,N
49,2,S,49,13,2JQ,V,1.0,1.0,N,N,N,N
78,2,S,78,15,2JQ,V,1.0,1.0,N,N,N,N
3K,2,S,3K,13,2JQ,V,1.0,1.0,N,N,N,N
9J,2,S,9J,19,2JQ,V,1.0,1.0,N,N,N,N
5K,2,S,5K,15,2JQ,V,1.0,1.0,N,N,N,N
23,2,HS,23T,15,2JQ,V,1.0,1.0,N,N,N,N
99,2,P,79,16,2JQ,V,1.0,1.0,N,S,N,N
69,2,S,69,15,2JQ,V,1.0,1.0,N,S,N,N
28,J,HS,28K,20,JJ,E,1.0,0.0,N,N,N,N
24,J,HHHS,22347,18,JJ,D,1.0,-1.0,N,N,N,N
36,J,HS,36T,19,JJ,D,1.0,-1.0,N,N,N,N
2A,J,HS,26A,19,JJ,D,1.0,-1.0,N,N,N,N
QA,J,-,QA,21,JJ,V,1.0,1.5,N,N,S,N
6J,J,H,6JJ,26,JJ,D,1.0,-1.0,N,N,N,N
55,J,HS,55J,20,JJ,E,1.0,0.0,N,N,N,N
46,3,D,469,19,377,V,1.0,2.0,S,N,N,N
49,3,S,49,13,377,D,1.0,-1.0,N,N,N,N
58,3,S,58,13,377,D,1.0,-1.0,N,N,N,N
38,3,D,368,17,377,E,1.0,0.0,S,N,N,N
TA,3,-,TA,21,377,V,1.0,1.5,N,N,S,N
8Q,3,S,8Q,18,377,V,1.0,1.0,N,N,N,N
47,3,D,447,15,377,D,1.0,-2.0,S,N,N,N
KA,8,-,KA,21,578,V,1.0,1.5,N,N,S,N
TQ,8,S,TQ,20,578,E,1.0,0.0,N,N,N,N
8Q,8,S,8Q,18,578,D,1.0,-1.0,N,N,N,N
3J,8,H,3JQ,23,578,D,1.0,-1.0,N,N,N,N
2A,8,HHHS,23JAA,17,578,D,1.0,-1.0,N,N,N,N
4J,8,HS,44J,18,578,D,1.0,-1.0,N,N,N,N
8J,8,S,8J,18,578,D,1.0,-1.0,N,N,N,N
6J,J,H,6JJ,26,JJ,D,1.0,-1.0,N,N,N,N
7K,J,S,7K,17,JJ,D,1.0,-1.0,N,N,N,N
2J,J,H,2JQ,22,JJ,D,1.0,-1.0,N,N,N,N
2K,J,H,2TK,22,JJ,D,1.0,-1.0,N,N,N,N
2T,J,HS,27T,19,JJ,D,1.0,-1.0,N,N,N,N
56,J,D,569,20,JJ,E,1.0,0.0,S,N,N,N
3K,J,H,38K,21,JJ,V,1.0,1.0,N,N,N,N
57,A,-,57,12,TA,D,1.0,-1.0,N,N,N,S
3Q,A,-,3Q,13,TA,D,1.0,-1.0,N,N,N,S
4T,A,-,4T,14,TA,D,1.0,-1.0,N,N,N,S
KK,A,-,KK,20,TA,D,1.0,-1.0,N,N,N,S
45,A,-,45,9,TA,D,1.0,-1.0,N,N,N,S
TQ,A,-,TQ,20,TA,D,1.0,-1.0,N,N,N,S
56,A,-,56,11,TA,D,1.0,-1.0,N,N,N,S
28,3,D,238,13,34K,D,1.0,-2.0,S,N,N,N
69,3,S,69,15,34K,D,1.0,-1.0,N,N,N,N
8K,3,S,8K,18,34K,V,1.0,1.0,N,N,N,N
TQ,3,S,TQ,20,34K,V,1.0,1.0,N,N,N,N
KA,3,-,KA,21,34K,V,1.0,1.5,N,N,S,N
KA,3,-,KA,21,34K,V,1.0,1.5,N,N,S,N
59,3,S,59,14,34K,D,1.0,-1.0,N,N,N,N
7Q,J,S,7Q,17,59J,V,1.0,1.0,N,N,N,N
8A,J,S,8A,19,59J,V,1.0,1.0,N,N,N,N
QA,J,-,QA,21,59J,V,1.0,1.5,N,N,S,N
3J,J,HS,37J,20,59J,V,1.0,1.0,N,N,N,N
29,J,D,249,15,59J,V,1.0,2.0,S,N,N,N
34,J,HHS,3348,18,59J,V,1.0,1.0,N,N,N,N
8Q,J,S,8Q,18,59J,V,1.0,1.0,N,N,N,N
2T,9,HHS,26TA,19,39J,V,1.0,1.0,N,N,N,N
56,9,D,569,20,39J,V,1.0,2.0,S,N,N,N
29,9,D,29A,12,39J,V,1.0,2.0,S,N,N,N
33,9,HHH,3388A,23,39J,D,1.0,-1.0,N,N,N,N
57,9,H,57K,22,39J,D,1.0,-1.0,N,N,N,N
37,9,D,367,16,39J,V,1.0,2.0,S,N,N,N
99,9,P,69,15,39J,V,1.0,1.0,N,S,N,N
39,9,HHS,369A,19,39J,V,1.0,1.0,N,S,N,N
TT,7,S,TT,20,57J,V,1.0,1.0,N,N,N,N
55,7,D,55Q,20,57J,V,1.0,2.0,S,N,N,N
68,7,HS,468,18,57J,V,1.0,1.0,N,N,N,N
QK,7,S,QK,20,57J,V,1.0,1.0,N,N,N,N
69,7,H,69Q,25,57J,D,1.0,-1.0,N,N,N,N
7T,7,S,7T,17,57J,V,1.0,1.0,N,N,N,N
KA,7,-,KA,21,57J,V,1.0,1.5,N,N,S,N
47,5,D,247,13,5TK,V,1.0,2.0,S,N,N,N
QQ,5,S,QQ,20,5TK,V,1.0,1.0,N,N,N,N
6J,5,S,6J,16,5TK,V,1.0,1.0,N,N,N,N
27,5,D,227,11,5TK,V,1.0,2.0,S,N,N,N
24,5,HS,247,13,5TK,V,1.0,1.0,N,N,N,N
66,5,P,36,9,5TK,V,1.0,1.0,N,S,N,N
6Q,5,S,6Q,16,5TK,V,1.0,1.0,N,S,N,N
9A,5,S,9A,20,5TK,V,1.0,1.0,N,N,N,N
77,8,HS,377,17,468,D,1.0,-1.0,N,N,N,N
3J,8,HH,37JA,21,468,V,1.0,1.0,N,N,N,N
7K,8,S,7K,17,468,D,1.0,-1.0,N,N,N,N
77,8,H,77T,24,468,D,1.0,-1.0,N,N,N,N
TJ,8,S,TJ,20,468,V,1.0,1.0,N,N,N,N
29,8,D,249,15,468,D,1.0,-2.0,S,N,N,N
5T,8,HS,25T,17,468,D,1.0,-1.0,N,N,N,N
49,5,S,49,13,56K,D,1.0,-1.0,N,N,N,N
58,5,S,58,13,56K,D,1.0,-1.0,N,N,N,N
9K,5,S,9K,19,56K,D,1.0,-1.0,N,N,N,N
8Q,5,S,8Q,18,56K,D,1.0,-1.0,N,N,N,N
JA,5,-,JA,21,56K,V,1.0,1.5,N,N,S,N
QK,5,S,QK,20,56K,D,1.0,-1.0,N,N,N,N
5A,5,D,5JA,16,56K,D,1.0,-2.0,S,N,N,N
8Q,2,S,8Q,18,29J,D,1.0,-1.0,N,N,N,N
