Inicial Upcard Acoes Final Valor DealerFinal
68 6 S 68 14 69J
7K 5 S 7K 17 559
9J 5 S 9J 19 559
67 5 S 67 13 559
35 5 HD 3355 16 559
7A 5 D 47A 12 559
67 5 S 67 13 559
TJ 5 S TJ 20 559
27 6 D 279 18 46K
9J 6 S 9J 19 46K
6J 6 S 6J 16 46K
8T 6 S 8T 18 46K
38 6 D 38A 12 46K
4J 6 S 4J 14 46K
24 6 HD 234T 19 46K
TT A S TT 20 25A
2Q A H 2QK 22 25A
TT A S TT 20 25A
KK A S KK 20 25A
JJ A S JJ 20 25A
23 A HH 237J 22 25A
8J A S 8J 18 25A
QQ 5 S QQ 20 568
48 5 S 48 12 568
38 5 D 38K 21 568
JQ 5 S JQ 20 568
7J 5 S 7J 17 568
57 5 S 57 12 568
6K 5 S 6K 16 568
4J J H 4JK 24 5TJ
9J J S 9J 19 5TJ
68 J HS 568 19 5TJ
8A J S 8A 19 5TJ
68 J H 68K 24 5TJ
TA J - TA 21 5TJ
22 J HHS 226K 20 5TJ
2T 4 S 2T 12 45K
25 4 HD 225A 20 45K
38 4 D 238 13 45K
27 4 D 27T 19 45K
3K 4 S 3K 13 45K
3J 4 S 3J 13 45K
4K 4 S 4K 14 45K
TJ T S TJ 20 TT
KK T S KK 20 TT
7T T S 7T 17 TT
TQ T S TQ 20 TT
QA T - QA 21 TT
68 T HS 568 19 TT
34 T HD 3448 19 TT
3T 5 S 3T 13 58J
2T 5 S 2T 12 58J
2T 5 S 2T 12 58J
5J 5 S 5J 15 58J
6Q 5 S 6Q 16 58J
TA 5 - TA 21 58J
4A 5 D 4AA 16 58J
6K J HS 46K 20 4JQ
8K J S 8K 18 4JQ
57 J HS 577 19 4JQ
7K J S 7K 17 4JQ
4Q J H 48Q 22 4JQ
5T J H 57T 22 4JQ
5T J H 5TJ 25 4JQ
68 2 S 68 14 289
26 2 HS 266 14 289
38 2 D 389 20 289
6K 2 S 6K 16 289
6J 2 S 6J 16 289
57 2 HS 578 20 289
7J 2 S 7J 17 289
58 T HHH 58QAA 25 228T
57 T HS 578 20 228T
3T T H 3TJ 23 228T
QA T - QA 21 228T
KA T - KA 21 228T
4J T HS 44J 18 228T
88 T P 28 10 228T
8T T S 8T 18 228T
58 T HHS 3358 19 33TK
33 T HH 337T 23 33TK
6Q T H 66Q 22 33TK
2A T HH 29TA 22 33TK
49 T HHS 3449 20 33TK
89 T S 89 17 33TK
JQ T S JQ 20 33TK
33 J HH 334A 21 35J
5Q J HS 25Q 17 35J
8Q J S 8Q 18 35J
AA J P QA 21 35J
KA J - KA 21 35J
6T J HS 6TA 17 35J
26 J HS 26J 18 35J
6T J H 6TJ 26 35J
TQ 8 S TQ 20 89
39 8 H 39Q 22 89
89 8 S 89 17 89
5A 8 HH 578A 21 89
7T 8 S 7T 17 89
26 8 HS 26K 18 89
77 8 HH 77TA 25 89
56 Q D 456 15 35Q
59 Q HS 359 17 35Q
57 Q H 57Q 22 35Q
6J Q H 66J 22 35Q
38 Q D 38K 21 35Q
7A Q HS 7KA 18 35Q
34 Q HS 34Q 17 35Q
2Q 2 HS 22Q 14 269
7A 2 S 7A 18 269
29 2 D 289 19 269
8A 2 S 8A 19 269
7A 2 S 7A 18 269
KK 2 S KK 20 269
37 2 D 357 15 269
59 K HS 569 20 KA
JQ K S JQ 20 KA
8A K S 8A 19 KA
3Q K H 3QK 23 KA
5K K H 56K 21 KA
36 K HHH 2336K 24 KA
46 K HH 246T 22 KA
77 T HH 779A 24 25T
47 T D 347 14 25T
7J T S 7J 17 25T
JJ T S JJ 20 25T
TK T S TK 20 25T
4A T HHS 24QA 17 25T
46 T HH 446T 24 25T
4A 7 HHS 34JA 18 2478
44 7 HH 448Q 26 2478
2J 7 H 2JQ 22 2478
6T 7 H 67T 23 2478
39 7 HS 379 19 2478
33 7 P 3T 13 2478
3A 7 HH 39QA 23 2478
4Q 7 HS 34Q 17 2478
5Q 8 H 5QQ 25 89
8Q 8 S 8Q 18 89
7J 8 S 7J 17 89
38 8 D 38J 21 89
44 8 HS 44J 18 89
49 8 H 49J 23 89
29 8 D 249 15 89
JA 5 - JA 21 4567
6A 5 D 36A 20 4567
58 5 S 58 13 4567
6A 5 D 67A 14 4567
9J 5 S 9J 19 4567
2J 5 S 2J 12 4567
7J 5 S 7J 17 4567
8K 6 S 8K 18 679
2J 6 S 2J 12 679
57 6 S 57 12 679
35 6 HS 35Q 18 679
7Q 6 S 7Q 17 679
79 6 S 79 16 679
3T 6 S 3T 13 679
39 3 HS 359 17 3TK
8T 3 S 8T 18 3TK
49 3 S 49 13 3TK
69 3 S 69 15 3TK
3A 3 HHS 388A 20 3TK
TK 3 S TK 20 3TK
7K 3 S 7K 17 3TK
JK J S JK 20 JJ
4T J H 49T 23 JJ
5Q J HS 35Q 18 JJ
5K J HS 25K 17 JJ
2J J HS 27J 19 JJ
2T J H 2TQ 22 JJ
3A J HS 36A 20 JJ
9K K S 9K 19 9K
5A K HHS 566A 18 9K
8K K S 8K 18 9K
5Q K HH 5QKA 26 9K
22 K HH 22KK 24 9K
3K K H 3QK 23 9K
3T K HH 3TTA 24 9K
4J T HS 46J 20 TQ
4Q T H 4JQ 24 TQ
49 T H 49T 23 TQ
78 T H 678 21 TQ
5A T HHS 25AA 19 TQ
56 T D 456 15 TQ
37 T HHS 2377 19 TQ
6J 4 S 6J 16 44TA
69 4 S 69 15 44TA
2Q 4 S 2Q 12 44TA
4J 4 S 4J 14 44TA
49 4 S 49 13 44TA
58 4 S 58 13 44TA
8K 4 S 8K 18 44TA
7J A S 7J 17 9A
69 A H 69Q 25 9A
5K A HH 5JKA 26 9A
2T A HH 229T 23 9A
TA A - TA 21 9A
79 A H 79K 26 9A
3K A HS 36K 19 9A
9T K S 9T 19 9K
7J K S 7J 17 9K
7J K S 7J 17 9K
77 K HS 377 17 9K
56 K D 356 14 9K
48 K HHS 3448 19 9K
28 K HS 28T 20 9K
7J 2 S 7J 17 2TQ
AA 2 P 5A 16 2TQ
8A 2 - 8A 19 2TQ
79 2 S 79 16 2TQ
3K 2 S 3K 13 2TQ
29 2 D 29A 12 2TQ
3J 2 S 3J 13 2TQ
7K 2 S 7K 17 2TQ
4T T H 47T 21 TT
28 T HS 28T 20 TT
68 T HS 668 20 TT
3A T HHS 378A 19 TT
2K T H 2TK 22 TT
8A T S 8A 19 TT
8A T S 8A 19 TT
7K 3 S 7K 17 35J
3Q 3 S 3Q 13 35J
29 3 D 289 19 35J
7T 3 S 7T 17 35J
6A 3 D 26A 19 35J
89 3 S 89 17 35J
6J 3 S 6J 16 35J
2K J H 2QK 22 JK
2J J HHS 244J 20 JK
22 J HHH 2227Q 23 JK
7T J S 7T 17 JK
89 J S 89 17 JK
8K J S 8K 18 JK
5K J H 5KK 25 JK
48 3 HS 478 19 348T
99 3 P 99 18 348T
69 3 S 69 15 348T
5A 3 HS 58A 14 348T
79 3 S 79 16 348T
9J 3 S 9J 19 348T
89 3 S 89 17 348T
JA 3 - JA 21 348T
44 9 HD 3448 19 89
47 9 D 347 14 89
25 9 HS 25T 17 89
4A 9 HHHS 44TAA 20 89
TK 9 S TK 20 89
TJ 9 S TJ 20 89
6Q 9 H 68Q 24 89
6J 2 S 6J 16 225A
9A 2 S 9A 20 225A
59 2 S 59 14 225A
4J 2 S 4J 14 225A
JK 2 S JK 20 225A
99 2 P 59 14 225A
49 2 S 49 13 225A
88 2 P 48 12 225A
58 2 S 58 13 225A
AA K P 8A 19 37K
QA K - QA 21 37K
JJ K S JJ 20 37K
48 K HHS 3448 19 37K
34 K HS 34Q 17 37K
3T K HS 36T 19 37K
4K K H 48K 22 37K
JQ K S JQ 20 37K
9Q 5 S 9Q 19 458
67 5 S 67 13 458
2Q 5 S 2Q 12 458
4A 5 D 48A 13 458
QQ 5 S QQ 20 458
26 5 HS 269 17 458
7T 5 S 7T 17 458
6K A H 6KK 26 9A
37 A HH 347T 24 9A
8K A S 8K 18 9A
TQ A S TQ 20 9A
46 A HHH 2346T 25 9A
47 A HH 457Q 26 9A
68 A H 68J 24 9A
5J Q HS 55J 20 6QA
TA Q - TA 21 6QA
8J Q S 8J 18 6QA
AA Q P TA 21 6QA
9A Q - 9A 20 6QA
5T Q H 58T 23 6QA
QK Q S QK 20 6QA
7K Q S 7K 17 6QA
78 3 S 78 15 2378
4J 3 S 4J 14 2378
8Q 3 S 8Q 18 2378
7Q 3 S 7Q 17 2378
8T 3 S 8T 18 2378
QK 3 S QK 20 2378
3K 3 S 3K 13 2378
45 9 HH 4558 22 9A
26 9 HS 26A 19 9A
JQ 9 S JQ 20 9A
45 9 HH 4458 21 9A
46 9 D 467 17 9A
KA 9 - KA 21 9A
3J 9 HH 39JA 23 9A
2Q 4 S 2Q 12 3456
56 4 D 566 17 3456
7Q 4 S 7Q 17 3456
JQ 4 S JQ 20 3456
38 4 D 358 16 3456
2A 4 HS 29A 12 3456
69 4 S 69 15 3456
26 Q HHS 2267 17 JQ
8K Q S 8K 18 JQ
58 Q HS 458 17 JQ
9Q Q S 9Q 19 JQ
55 Q HH 4558 22 JQ
TJ Q S TJ 20 JQ
57 Q HS 557 17 JQ
35 6 HS 357 15 4456
JA 6 - JA 21 4456
9J 6 S 9J 19 4456
9J 6 S 9J 19 4456
27 6 D 27A 20 4456
5K 6 S 5K 15 4456
8A 6 D 78A 16 4456
7J T S 7J 17 9T
37 T HS 37K 20 9T
38 T D 368 17 9T
2A T HHH 22TQA 25 9T
39 T HS 359 17 9T
26 T HS 26K 18 9T
47 T D 47Q 21 9T
JK 4 S JK 20 489
5Q 4 S 5Q 15 489
27 4 D 278 17 489
6A 4 D 66A 13 489
TA 4 - TA 21 489
6A 4 D 67A 14 489
68 4 S 68 14 489
89 5 S 89 17 2568
36 5 D 36Q 19 2568
27 5 D 27K 19 2568
2Q 5 S 2Q 12 2568
7T 5 S 7T 17 2568
TA 5 - TA 21 2568
TK 5 S TK 20 2568
5J 9 H 56J 21 9K
89 9 S 89 17 9K
59 9 HH 589A 23 9K
48 9 H 48K 22 9K
38 9 D 389 20 9K
JA 9 - JA 21 9K
23 9 HHH 237QA 23 9K
7J 2 S 7J 17 23TK
24 2 HHHS 2457A 19 23TK
8Q 2 S 8Q 18 23TK
49 2 S 49 13 23TK
29 2 D 249 15 23TK
9J 2 S 9J 19 23TK
6Q 2 S 6Q 16 23TK
24 4 HS 24T 16 45K
QQ 4 S QQ 20 45K
6Q 4 S 6Q 16 45K
2K 4 S 2K 12 45K
TQ 4 S TQ 20 45K
5J 4 S 5J 15 45K
69 4 S 69 15 45K
8J 5 S 8J 18 2458
3Q 5 S 3Q 13 2458
7Q 5 S 7Q 17 2458
TA 5 - TA 21 2458
34 5 HD 3447 18 2458
56 5 D 56J 21 2458
6A 5 D 6KA 17 2458
KK K S KK 20 3KK
6T K H 6TK 26 3KK
9A K S 9A 20 3KK
36 K HH 3667 22 3KK
78 K HS 578 20 3KK
45 K HS 45K 19 3KK
26 K HS 26T 18 3KK
3K 2 S 3K 13 27Q
45 2 HH 345J 22 27Q
2K 2 H 29K 21 27Q
KA 2 - KA 21 27Q
5K 2 S 5K 15 27Q
AA 2 P 4A 15 27Q
2A 2 - 2A 13 27Q
7K 2 S 7K 17 27Q
TJ 9 S TJ 20 9T
TQ 9 S TQ 20 9T
9A 9 S 9A 20 9T
36 9 HS 368 17 9T
5A 9 HHH 2567A 21 9T
KK 9 S KK 20 9T
9T 9 S 9T 19 9T
5K 2 S 5K 15 2559
2A 2 HS 27A 20 2559
5Q 2 S 5Q 15 2559
8A 2 S 8A 19 2559
4K 2 S 4K 14 2559
38 2 D 38A 12 2559
58 2 S 58 13 2559
JK K S JK 20 223K
7Q K S 7Q 17 223K
7T K S 7T 17 223K
9K K S 9K 19 223K
78 K HS 278 17 223K
6T K H 66T 22 223K
9T K S 9T 19 223K
58 7 HHH 2588A 24 577
5T 7 H 56T 21 577
QA 7 - QA 21 577
5J 7 HS 45J 19 577
6A 7 HS 6KA 17 577
49 7 HH 49KA 24 577
9T 7 S 9T 19 577
9K Q S 9K 19 QA
2T Q H 2TK 22 QA
37 Q HS 37J 20 QA
36 Q HS 36Q 19 QA
5K Q H 58K 23 QA
AA Q P QA 21 QA
6A Q - 6A 17 QA
2T Q HH 23TQ 25 QA
79 Q H 79Q 26 QA
48 Q HH 248K 24 QA
6A Q HHS 268A 17 QA
8K Q S 8K 18 QA
9J Q S 9J 19 QA
6Q Q HS 46Q 20 QA
8T Q S 8T 18 QA
77 6 P 57 12 69J
7Q 6 S 7Q 17 69J
59 6 S 59 14 69J
28 6 D 28J 20 69J
7Q 6 S 7Q 17 69J
2J 6 S 2J 12 69J
45 6 D 459 18 69J
8J 6 S 8J 18 69J
99 6 P 9K 19 369
89 6 S 89 17 369
4Q 6 S 4Q 14 369
2A 6 D 2TA 13 369
QA 6 - QA 21 369
9T 6 S 9T 19 369
7T 6 S 7T 17 369
99 6 P 59 14 369
9Q 6 S 9Q 19 369
47 3 D 467 17 36Q
34 3 HS 34Q 17 36Q
JK 3 S JK 20 36Q
99 3 P 9A 20 36Q
29 3 HS 229 13 36Q
5A 3 HS 5JA 16 36Q
22 3 HHS 2237 14 36Q
69 3 S 69 15 36Q
TJ 2 S TJ 20 245T
KK 2 S KK 20 245T
39 2 HS 369 18 245T
8A 2 S 8A 19 245T
4T 2 S 4T 14 245T
7J 2 S 7J 17 245T
68 2 S 68 14 245T
46 4 D 246 12 46A
6K 4 S 6K 16 46A
9T 4 S 9T 19 46A
2T 4 S 2T 12 46A
24 4 HS 24T 16 46A
26 4 HS 267 15 46A
JQ 4 S JQ 20 46A
3A 2 H 37A 21 238K
2K 2 HS 28K 20 238K
3T 2 S 3T 13 238K
37 2 D 37A 21 238K
55 2 D 55A 21 238K
88 2 P 89 17 238K
8K 2 S 8K 18 238K
7Q 2 S 7Q 17 238K
3K A H 3KK 23 KA
46 A HS 46J 20 KA
47 A HHS 3447 18 KA
37 A HH 337Q 23 KA
56 A HS 566 17 KA
2J A HH 23JJ 25 KA
8J A S 8J 18 KA
6A 5 D 6AA 18 4579
59 5 S 59 14 4579
5T 5 S 5T 15 4579
TT 5 S TT 20 4579
8Q 5 S 8Q 18 4579
46 5 D 467 17 4579
3A 5 D 3AA 15 4579
7K T S 7K 17 7T
5A T HH 5TJA 26 7T
27 T HH 2479 22 7T
3J T HS 34J 17 7T
9T T S 9T 19 7T
7Q T S 7Q 17 7T
48 T HS 488 20 7T
55 K HS 55Q 20 6TK
KK K S KK 20 6TK
5T K H 56T 21 6TK
TJ K S TJ 20 6TK
9J K S 9J 19 6TK
47 K D 347 14 6TK
27 K HS 278 17 6TK
36 2 HS 346 13 2299
AA 2 P 3A 14 2299
TA 2 - TA 21 2299
TJ 2 S TJ 20 2299
5J 2 S 5J 15 2299
2A 2 HH 244A 21 2299
TT 2 S TT 20 2299
56 2 D 56T 21 2299
29 2 D 29K 21 289
9K 2 S 9K 19 289
99 2 P 9Q 19 289
49 2 S 49 13 289
8A 2 S 8A 19 289
8A 2 S 8A 19 289
7T 2 S 7T 17 289
7Q 2 S 7Q 17 289
2A 5 D 25A 18 558
9A 5 S 9A 20 558
38 5 D 389 20 558
5Q 5 S 5Q 15 558
24 5 HS 24K 16 558
77 5 P 7K 17 558
77 5 P 47 11 558
37 5 HS 37J 20 558
TT 5 S TT 20 558
TK Q S TK 20 35Q
9K Q S 9K 19 35Q
8Q Q S 8Q 18 35Q
4A Q HS 44A 19 35Q
TK Q S TK 20 35Q
3K Q HH 336K 22 35Q
4T Q H 4TJ 24 35Q
7Q 3 S 7Q 17 3347
3K 3 S 3K 13 3347
TK 3 S TK 20 3347
22 3 HS 22Q 14 3347
9K 3 S 9K 19 3347
59 3 S 59 14 3347
8J 3 S 8J 18 3347
59 2 S 59 14 223J
5K 2 S 5K 15 223J
TK 2 S TK 20 223J
3T 2 S 3T 13 223J
9K 2 S 9K 19 223J
TQ 2 S TQ 20 223J
5K 2 S 5K 15 223J
68 4 S 68 14 45KA
JK 4 S JK 20 45KA
46 4 D 46Q 20 45KA
24 4 HS 248 14 45KA
3T 4 S 3T 13 45KA
22 4 P 27 9 45KA
24 4 HS 24K 16 45KA
68 4 S 68 14 45KA
4K 2 S 4K 14 2TK
5A 2 HS 45A 20 2TK
69 2 S 69 15 2TK
8Q 2 S 8Q 18 2TK
66 2 HS 667 19 2TK
44 2 HS 445 13 2TK
6K 2 S 6K 16 2TK
4K J H 47K 21 7J
38 J D 389 20 7J
7Q J S 7Q 17 7J
39 J HH 39KA 23 7J
JA J - JA 21 7J
9Q J S 9Q 19 7J
56 J D 567 18 7J
4K 4 S 4K 14 24QA
4Q 4 S 4Q 14 24QA
TA 4 - TA 21 24QA
9J 4 S 9J 19 24QA
9A 4 S 9A 20 24QA
8Q 4 S 8Q 18 24QA
29 4 D 289 19 24QA
2T Q HHH 22TJA 25 5TQ
89 Q S 89 17 5TQ
8Q Q S 8Q 18 5TQ
24 Q HHHH 23344J 26 5TQ
4J Q H 4JK 24 5TQ
7K Q S 7K 17 5TQ
7J Q S 7J 17 5TQ
25 8 HS 25T 17 2368A
89 8 S 89 17 2368A
47 8 D 347 14 2368A
JQ 8 S JQ 20 2368A
45 8 HHHS 23445 18 2368A
48 8 HS 488 20 2368A
8A 8 S 8A 19 2368A
45 J HS 458 17 TJ
AA J P 8A 19 TJ
3A J - 3A 14 TJ
JK J S JK 20 TJ
9K J S 9K 19 TJ
6A J H 46A 21 TJ
5T J H 58T 23 TJ
9A J S 9A 20 TJ
78 9 HH 578A 21 9Q
9T 9 S 9T 19 9Q
66 9 H 669 21 9Q
KA 9 - KA 21 9Q
24 9 HHS 234K 19 9Q
9A 9 S 9A 20 9Q
3K 9 H 3KK 23 9Q
23 Q HHS 234T 19 239Q
9Q Q S 9Q 19 239Q
26 Q HS 26T 18 239Q
22 Q HHS 2278 19 239Q
9T Q S 9T 19 239Q
8Q Q S 8Q 18 239Q
JK Q S JK 20 239Q
56 5 D 566 17 5TKA
5J 5 S 5J 15 5TKA
26 5 HS 26T 18 5TKA
44 5 HS 44J 18 5TKA
8T 5 S 8T 18 5TKA
8K 5 S 8K 18 5TKA
23 5 HD 2357 17 5TKA
JQ T S JQ 20 9T
5J T H 59J 24 9T
25 T HHS 25QA 18 9T
3J T H 3TJ 23 9T
69 T HS 369 18 9T
34 T HS 34J 17 9T
26 T HH 2667 21 9T
8A 2 S 8A 19 2JQ
3K 2 S 3K 13 2JQ
3Q 2 S 3Q 13 2JQ
4J 2 S 4J 14 2JQ
34 2 HD 344J 21 2JQ
26 2 HS 26T 18 2JQ
28 2 D 28J 20 2JQ
JQ A S JQ 20 56QA
24 A HHS 244K 20 56QA
2T A H 2TQ 22 56QA
3Q A HH 336Q 22 56QA
48 A HHS 3448 19 56QA
9A A S 9A 20 56QA
5J A H 5JQ 25 56QA
4A 3 HD 244A 21 38JA
7J 3 S 7J 17 38JA
3Q 3 S 3Q 13 38JA
7T 3 S 7T 17 38JA
6T 3 S 6T 16 38JA
7K 3 S 7K 17 38JA
TA 3 - TA 21 38JA
5J K H 57J 22 35K
37 K HH 347J 24 35K
3K K H 3KK 23 35K
25 K HS 25Q 17 35K
8T K S 8T 18 35K
59 K HS 359 17 35K
2J K H 29J 21 35K
37 4 D 37A 21 48K
67 4 S 67 13 48K
38 4 D 389 20 48K
39 4 S 39 12 48K
3K 4 S 3K 13 48K
3K 4 S 3K 13 48K
8A 4 S 8A 19 48K
29 K D 229 13 QK
6A K HS 26A 19 QK
47 K D 47K 21 QK
9A K S 9A 20 QK
6J K HS 46J 20 QK
TA K - TA 21 QK
36 K HH 3567 21 QK
4K 7 H 4JK 24 7K
36 7 HS 36A 20 7K
8A 7 S 8A 19 7K
7A 7 S 7A 18 7K
5J 7 HHS 45JA 20 7K
2A 7 HHS 26QA 19 7K
67 7 H 679 22 7K
67 8 HS 567 18 2358
29 8 D 259 16 2358
QA 8 - QA 21 2358
9T 8 S 9T 19 2358
7K 8 S 7K 17 2358
8K 8 S 8K 18 2358
3Q 8 H 3QK 23 2358
34 J HHS 3347 17 2JJ
9T J S 9T 19 2JJ
3K J H 3QK 23 2JJ
8A J S 8A 19 2JJ
AA J P 2A 13 2JJ
AA J - AA 12 2JJ
88 J P 58 13 2JJ
8Q J S 8Q 18 2JJ
TA J - TA 21 2JJ
QQ 8 S QQ 20 358T
JA 8 - JA 21 358T
47 8 D 467 17 358T
8T 8 S 8T 18 358T
3K 8 HH 23JK 25 358T
45 8 HHS 4456 19 358T
28 8 D 28K 20 358T
QA 6 - QA 21 567
4K 6 S 4K 14 567
46 6 D 46Q 20 567
6A 6 D 6QA 17 567
7A 6 D 79A 17 567
38 6 D 38K 21 567
58 6 S 58 13 567
4K 6 S 4K 14 46T
2K 6 S 2K 12 46T
39 6 S 39 12 46T
7Q 6 S 7Q 17 46T
58 6 S 58 13 46T
57 6 S 57 12 46T
TQ 6 S TQ 20 46T
8J 2 S 8J 18 23335Q
7J 2 S 7J 17 23335Q
48 2 H 489 21 23335Q
3J 2 S 3J 13 23335Q
68 2 S 68 14 23335Q
3J 2 S 3J 13 23335Q
9A 2 S 9A 20 23335Q
JA 6 - JA 21 6QA
2Q 6 S 2Q 12 6QA
8J 6 S 8J 18 6QA
JA 6 - JA 21 6QA
79 6 S 79 16 6QA
4A 6 D 45A 20 6QA
KA 6 - KA 21 6QA
47 7 D 47K 21 27A
49 7 HHH 49TAA 25 27A
45 7 HHS 4445 17 27A
99 7 S 99 18 27A
QA 7 - QA 21 27A
23 7 HHS 234A 20 27A
56 7 D 56K 21 27A
24 T HHH 2488A 23 8T
3T T H 3TK 23 8T
68 T HS 468 18 8T
5J T H 5TJ 25 8T
29 T D 29K 21 8T
66 T H 66T 22 8T
8K T S 8K 18 8T
35 4 HS 356 14 49TA
9Q 4 S 9Q 19 49TA
2K 4 S 2K 12 49TA
45 4 D 457 16 49TA
7A 4 D 7JA 18 49TA
56 4 D 566 17 49TA
5T 4 S 5T 15 49TA
TK 7 S TK 20 378
57 7 HHS 3457 19 378
8J 7 S 8J 18 378
TQ 7 S TQ 20 378
2K 7 HS 26K 18 378
39 7 H 39Q 22 378
3K 7 H 3TK 23 378
47 K D 477 18 68K
6A K HS 6TA 17 68K
TA K - TA 21 68K
2J K HHS 223J 17 68K
8T K S 8T 18 68K
56 K D 456 15 68K
4T K HS 45T 19 68K
36 K HS 368 17 8K
37 K HS 379 19 8K
9J K S 9J 19 8K
7K K S 7K 17 8K
9K K S 9K 19 8K
24 K HHH 2347T 26 8K
7A K HHS 457A 17 8K
79 8 H 799 25 8A
26 8 HS 26T 18 8A
69 8 H 69Q 25 8A
TQ 8 S TQ 20 8A
99 8 P 9A 20 8A
9T 8 S 9T 19 8A
5A 8 HH 56TA 22 8A
46 8 D 46T 20 8A
QK 4 S QK 20 46A
28 4 D 248 14 46A
44 4 HS 44A 19 46A
44 4 HS 448 16 46A
TA 4 - TA 21 46A
6T 4 S 6T 16 46A
39 4 S 39 12 46A
4K 4 S 4K 14 478
3Q 4 S 3Q 13 478
89 4 S 89 17 478
3Q 4 S 3Q 13 478
36 4 D 366 15 478
2T 4 S 2T 12 478
24 4 HS 246 12 478
38 A HH 389A 21 45A
TJ A S TJ 20 45A
KK A S KK 20 45A
2Q A HHS 223Q 17 45A
68 A H 68K 24 45A
7T A S 7T 17 45A
39 A HS 369 18 45A
58 4 S 58 13 44A
26 4 HS 246 12 44A
34 4 HS 345 12 44A
2J 4 S 2J 12 44A
5A 4 D 25A 18 44A
9J 4 S 9J 19 44A
3T 4 S 3T 13 44A
4J 8 HH 49JA 24 28J
2K 8 H 2QK 22 28J
7T 8 S 7T 17 28J
KA 8 - KA 21 28J
27 8 HHS 2567 20 28J
7J 8 S 7J 17 28J
6Q 8 H 6QQ 26 28J
89 A S 89 17 QA
89 A S 89 17 QA
58 A H 58T 23 QA
89 A S 89 17 QA
66 A HS 667 19 QA
3A A HHS 34TA 18 QA
26 A HH 266K 24 QA
47 8 D 247 13 589
6J 8 HS 26J 18 589
2Q 8 H 2TQ 22 589
3J 8 HS 35J 18 589
67 8 H 67T 23 589
39 8 HS 369 18 589
JA 8 - JA 21 589
48 K H 48Q 22 KA
34 K HS 34J 17 KA
7A K HS 27A 20 KA
27 K HH 2667 21 KA
49 K HS 469 19 KA
47 K D 478 19 KA
KK K S KK 20 KA
36 Q HS 368 17 QQ
25 Q HH 2579 23 QQ
68 Q H 678 21 QQ
49 Q HS 479 20 QQ
TA Q - TA 21 QQ
4Q Q H 4JQ 24 QQ
2A Q HHHS 258AA 17 QQ
2K J H 2KK 22 4JK
34 J HS 34Q 17 4JK
4K J H 4QK 24 4JK
KA J - KA 21 4JK
46 J HHS 3466 19 4JK
68 J H 678 21 4JK
8A J S 8A 19 4JK
2Q 3 HS 26Q 18 39T
TK 3 S TK 20 39T
9Q 3 S 9Q 19 39T
55 3 D 557 17 39T
26 3 HS 267 15 39T
7Q 3 S 7Q 17 39T
3K 3 S 3K 13 39T
57 3 HS 567 18 3455
69 3 S 69 15 3455
89 3 S 89 17 3455
7J 3 S 7J 17 3455
JQ 3 S JQ 20 3455
5K 3 S 5K 15 3455
36 3 D 368 17 3455
5T 2 S 5T 15 229K
KA 2 - KA 21 229K
46 2 D 46T 20 229K
9K 2 S 9K 19 229K
27 2 HS 27K 19 229K
78 2 S 78 15 229K
5T 2 S 5T 15 229K
9K Q S 9K 19 8Q
68 Q H 68J 24 8Q
4J Q HS 44J 18 8Q
8K Q S 8K 18 8Q
57 Q H 57Q 22 8Q
27 Q HS 279 18 8Q
23 Q HD 2369 20 8Q
9K Q S 9K 19 45Q
TA Q - TA 21 45Q
6J Q H 69J 25 45Q
7Q Q S 7Q 17 45Q
35 Q HS 35A 19 45Q
TA Q - TA 21 45Q
9J Q S 9J 19 45Q
TA Q - TA 21 9Q
JJ Q S JJ 20 9Q
9Q Q S 9Q 19 9Q
4T Q HS 44T 18 9Q
59 Q H 599 23 9Q
8K Q S 8K 18 9Q
7T Q S 7T 17 9Q
TK 4 S TK 20 4QK
88 4 P 8A 19 4QK
38 4 H 38J 21 4QK
2J 4 S 2J 12 4QK
3J 4 S 3J 13 4QK
4K 4 S 4K 14 4QK
8T 4 S 8T 18 4QK
7T 4 S 7T 17 4QK
6Q 3 S 6Q 16 35QA
JQ 3 S JQ 20 35QA
56 3 D 56J 21 35QA
5A 3 HD 59AA 16 35QA
79 3 S 79 16 35QA
34 3 HD 234K 19 35QA
2J 3 HS 22J 14 35QA
57 T H 57K 22 TT
39 T H 39T 22 TT
49 T H 49Q 23 TT
25 T HS 25J 17 TT
3T T H 3TJ 23 TT
4T T H 4TJ 24 TT
JA T - JA 21 TT
58 2 S 58 13 249J
79 2 S 79 16 249J
TQ 2 S TQ 20 249J
57 2 H 57J 22 249J
68 2 S 68 14 249J
6K 2 S 6K 16 249J
2J 2 H 2JJ 22 249J
QA T - QA 21 TJ
7A T HHH 677AA 22 TJ
35 T HH 355K 23 TJ
3T T H 3TQ 23 TJ
49 T HH 3479 23 TJ
47 T D 467 17 TJ
6T T H 68T 24 TJ
8A 9 S 8A 19 9Q
KK 9 S KK 20 9Q
2J 9 HS 26J 18 9Q
49 9 HS 479 20 9Q
3A 9 H 37A 21 9Q
56 9 D 569 20 9Q
6J 9 H 56J 21 9Q
23 A HHS 233Q 18 JA
44 A HS 44T 18 JA
TK A S TK 20 JA
7K A S 7K 17 JA
8K A S 8K 18 JA
57 A HS 567 18 JA
2K A HHS 27KA 20 JA
56 5 D 568 19 359
6T 5 S 6T 16 359
4A 5 D 47A 12 359
QQ 5 S QQ 20 359
TJ 5 S TJ 20 359
57 5 S 57 12 359
99 5 P 9K 19 359
9T 5 S 9T 19 359
